payload_bytes,mode,mean_key_ms,mean_encryption_ms,mean_decryption_ms,mean_total_ms,sd_total_ms,median_total_ms,q1_total_ms,q3_total_ms,iqr_total_ms,ci95_low_total_ms,ci95_high_total_ms,cv_total_percent,min_total_ms,max_total_ms,mean_throughput_MBps,sd_throughput_MBps,overhead_bytes
1024,M1,0.14140346666666667,0.002046866666666667,0.0013122,0.14476253333333333,0.00815698411869508,0.1430515,0.139799,0.14485199999999998,0.005052999999999974,0.14184359405402647,0.1476814726126402,5.63473429959438,0.135792,0.17363100000000004,550.9934803341505,173.48364774612452,92
1024,M2,0.09352323333333333,0.0022591,0.0014996,0.09728193333333333,0.008571671268791745,0.0942345,0.09234674999999999,0.097241,0.004894250000000003,0.09421460016316838,0.10034926650349829,8.811164596638099,0.08823500000000001,0.121401,483.7964529623466,120.72069617569134,2300
1024,M3,0.0962849,0.030081,0.027164633333333334,0.15353053333333333,0.012715998922707524,0.14742,0.144268,0.15718100000000002,0.012913000000000008,0.1489801715585635,0.15808089510810316,8.282390900772523,0.139824,0.184349,34.088819728739054,1.281430702569543,2304
1024,M4,0.2363996,0.0024785,0.0015916333333333334,0.24046973333333332,0.02141312073429768,0.232559,0.22655000000000003,0.245789,0.01923899999999998,0.2328071464881991,0.24813232017846754,8.904705152483922,0.22013100000000002,0.307791,435.6799921640397,106.85124983724984,2364
1024,M5,0.2340222,0.030810033333333334,0.027595366666666666,0.2924276,0.013144038912675626,0.2877965,0.282404,0.30338099999999996,0.020976999999999968,0.2877240660819906,0.29713113391800944,4.494801076463243,0.277393,0.322678,33.275759481768375,1.176647262636019,2368
10240,M1,0.145055,0.005091433333333333,0.003990833333333333,0.15413726666666666,0.006965924613397725,0.153908,0.149092,0.15794175,0.00884974999999999,0.15164454255750293,0.1566299907758304,4.5192994296843585,0.141424,0.168863,2080.842495564973,401.9182268673813,92
10240,M2,0.09965423333333333,0.0055833,0.004059533333333334,0.10929706666666666,0.01973464943021115,0.1051695,0.101502,0.11083124999999999,0.009329249999999997,0.10223511306384303,0.1163590202694903,18.055973533487162,0.093906,0.202868,2039.4998322630797,406.4055365957303,2300
10240,M3,0.09480786666666667,0.23928846666666667,0.23550513333333334,0.5696014666666667,0.012976745338019704,0.570584,0.560492,0.5759270000000001,0.015435000000000088,0.5649577979855062,0.5742451353478272,2.2782148743331367,0.548145,0.600582,42.8415715948515,1.439918787253592,2304
10240,M4,0.2404599,0.0052641,0.004521466666666666,0.2502454666666667,0.010598346067237082,0.25033000000000005,0.24160874999999998,0.25826375,0.01665500000000003,0.24645289723399572,0.25403803609933767,4.235180044781529,0.23257099999999997,0.26974600000000004,1976.1486378506,254.8680026410831,2364
10240,M5,0.24407476666666666,0.2381096,0.2331658,0.7153501666666667,0.018842302376125195,0.714188,0.70428,0.719811,0.015530999999999962,0.708607535356132,0.7220927979772015,2.633997062435184,0.693336,0.7974749999999999,43.09230877579111,1.8464712595713961,2368
102400,M1,0.15640693333333333,0.030678366666666665,0.029328033333333333,0.21641333333333332,0.014501929009221693,0.2192155,0.20237675,0.224335,0.021958250000000012,0.21122388468481634,0.2216027819818503,6.7010330582935556,0.197428,0.244698,3372.8972200880216,314.6337752040112,92
102400,M2,0.11933783333333334,0.031140366666666666,0.029477866666666668,0.17995606666666666,0.018025371481050954,0.18065399999999998,0.16804099999999997,0.1936505,0.025609500000000035,0.17350577032251316,0.18640636301082017,10.016540044987437,0.1516,0.21833200000000003,3314.540673259563,271.96479643726167,2300
102400,M3,0.10843873333333333,2.2923400333333332,2.2783162333333333,4.679095,0.017177170095296755,4.6747175,4.668912000000001,4.69274225,0.02383024999999961,4.672948228623606,4.685241771376394,0.36710453827709744,4.651172,4.716239,44.67136752921452,0.19868465028791643,2304
102400,M4,0.2685959,0.031860266666666665,0.030471966666666666,0.3309281333333333,0.015140361187176508,0.33309350000000004,0.31960175,0.34350274999999997,0.02390099999999995,0.32551022466401835,0.3363460420026483,4.575120596327816,0.30455899999999997,0.359339,3232.4613206251356,224.30553296855044,2364
102400,M5,0.2598971333333333,2.2934995000000002,2.2774248666666668,4.8308215,0.01565288011561426,4.829697,4.82074725,4.838598,0.017850750000000026,4.825220188787559,4.836422811212441,0.32402108245179956,4.8000419999999995,4.882318,44.64835437039971,0.14034854094923413,2368
1048576,M1,0.21135400000000001,0.2961239333333333,0.2950586666666667,0.8025366,0.03383989647677164,0.82133,0.76981475,0.8306740000000001,0.06085925000000014,0.7904271485659413,0.8146460514340588,4.216617220544413,0.7405579999999999,0.844049,3544.412618024603,110.98752404238017,92
1048576,M2,0.20026793333333334,0.2992745,0.2918334,0.7913758333333334,0.04647493558533373,0.814287,0.7494577499999999,0.8278850000000001,0.07842725000000017,0.7747449912219246,0.8080066754447421,5.872675614768001,0.713624,0.8637429999999999,3508.4377445805503,129.19405401215175,2300
1048576,M3,0.1715732,23.239549633333333,23.2246076,46.635730433333336,0.05949174069518986,46.628206000000006,46.594348749999995,46.69009174999999,0.0957429999999988,46.61444158733552,46.65701927933115,0.12756686802672562,46.509676,46.753742,45.120405517562716,0.061827831522587216,2304
1048576,M4,0.3593579,0.2967052333333333,0.29337603333333334,0.9494391666666667,0.057066857918544975,0.9410025000000001,0.89428525,1.00790025,0.11361500000000002,0.9290180538262862,0.9698602795070472,6.010586030371787,0.859871,1.034333,3538.307149533817,122.27980135353044,2364
1048576,M5,0.34103333333333335,23.233765633333334,23.221911733333332,46.7967107,0.08576109948879873,46.791416,46.7366285,46.865297500000004,0.12866900000000214,46.766021484685645,46.82739991531435,0.18326309308059707,46.646308000000005,46.946363,45.13163188380445,0.059417895207725294,2368
5242880,M1,0.22303063333333334,1.9905862666666667,1.9975737333333334,4.2111906333333335,1.14038529047712,4.200008,3.0935305,5.321176,2.2276455000000004,3.8031089980769526,4.6192722685897145,27.079878109779543,3.055146,5.441506,2844.282890743994,786.8109088872253,92
5242880,M2,0.2218756,1.9267622666666666,1.9447899333333334,4.0934278,1.1704959032579958,3.134148,3.0824707499999997,5.366032000000001,2.283561250000001,3.674571220341231,4.512284379658769,28.594516880400235,3.031517,5.736302,2935.5328227576006,778.0734238425372,2300
5242880,M3,0.21384033333333333,130.78422216666667,130.78564513333333,261.78370763333334,1.195837191939797,261.0264135,260.86783525,262.996839,2.129003750000038,261.35578278998236,262.2116324766843,0.45680352026136906,260.331513,263.724736,40.0908817095586,0.3441796919760806,2304
5242880,M4,0.40301026666666667,2.0600886,2.0746658333333334,4.5377647,1.1372831311140736,5.4811689999999995,3.26508425,5.509029,2.24394475,4.130793158214895,4.9447362417851055,25.062628988102304,3.2195210000000003,5.579114000000001,2737.4242979905416,765.1644436021489,2364
5242880,M5,0.36839156666666667,130.39056193333334,130.88061123333333,261.6395647333333,1.1120342849683347,261.2637825,260.925746,261.88345074999995,0.957704749999948,261.24162837510374,262.0375010915629,0.425025277083661,260.314892,265.29516,40.2118487476782,0.3387336572552066,2368
10485760,M1,0.23138763333333334,4.8919676,4.9424599,10.065815133333333,0.2740895572169083,10.1232695,9.792581499999999,10.311567,0.5189855000000012,9.967733444933987,10.163896821732678,2.722974280634762,9.559813,10.440760999999998,2145.7381730434627,71.5285867758537,92
10485760,M2,0.23890346666666668,4.8978497333333335,4.890594066666667,10.027347266666666,0.3133310112269105,10.034661999999999,9.820609500000002,10.28260675,0.4619972499999978,9.915223204294277,10.139471329039056,3.1247647348217287,9.443325,10.466007999999999,2143.530726619019,76.92881602453694,2300
10485760,M3,0.23129163333333333,262.3202719,260.58999966666664,523.1415632,0.5402945799280395,523.161386,522.6326305,523.59280075,0.9601702500000329,522.9482212676387,523.3349051323612,0.10327884800877155,522.162238,524.101781,39.97324310130888,0.07101297015264392,2304
10485760,M4,0.4135058,4.8398509333333335,4.902993133333333,10.156349866666668,0.31486160848184486,10.0938665,9.911323500000002,10.45164025,0.5403167499999988,10.043678087100862,10.269021646232474,3.1001453535509502,9.602274000000001,10.690636999999999,2168.9437425410656,73.10611543004366,2364
10485760,M5,0.4118428666666667,262.3979659666667,260.57258790000003,523.3823967333333,0.6459525498508489,523.182791,522.9251045,523.8906385,0.9655340000000479,523.1512455820142,523.6135478846523,0.123418852808679,521.870797,524.4953009999999,39.961414037253384,0.07289626912783237,2368
52428800,M1,0.23734473333333334,24.225719033333334,24.213324333333333,48.6763881,0.7737550445147957,48.5370265,48.225579999999994,48.906034250000005,0.680454250000011,48.39950341331541,48.953272786684586,1.5895900963834986,47.857467,52.128444,2165.5220530424294,52.42418523097678,92
52428800,M2,0.24136176666666667,24.570443100000002,24.473695033333332,49.2854999,2.805711463589859,48.7683385,48.3943875,49.137814000000006,0.7434265000000053,48.28148894714012,50.28951085285988,5.692772659874875,48.056253,63.97697600000001,2139.7712001746254,101.48512110155912,2300
52428800,M3,0.24155436666666666,1302.3660798666667,1300.6867772333333,2603.2944114666666,2.9646596028975276,2602.5155895,2601.1195260000004,2604.16648375,3.0469577499998195,2602.2335216526435,2604.3553012806897,0.11388107276069755,2599.6758339999997,2612.1263249999997,40.256641341573236,0.05184830415285576,2304
52428800,M4,0.4244621333333333,24.231378633333335,24.4101081,49.065948866666666,1.6929785537035775,48.752656,48.42415650000001,49.210957750000006,0.7868012499999963,48.460124271752534,49.6717734615808,3.450414376585542,48.01089400000001,57.687618,2165.5837324833137,61.314570264574954,2364
52428800,M5,0.4262223666666667,1302.867142,1301.6455288666666,2604.938893233333,8.762122784309275,2602.7920599999998,2601.9350680000002,2605.17169,3.2366219999998975,2601.80340786361,2608.074378603056,0.3363657706931255,2596.853805,2648.9125670000003,40.241311515759335,0.09466227525152769,2368
