payload_bytes,run,mode,key_ms,encryption_ms,decryption_ms,total_ms,throughput_MBps,overhead_bytes
1024,1,M3,0.089051,0.029414,0.026927,0.145392,34.813354185081934,2304
1024,1,M2,0.087347,0.002344,0.001567,0.09125799999999999,436.8600682593857,2300
1024,1,M5,0.22558,0.030166,0.02723,0.282976,33.94550155804548,2368
1024,1,M1,0.136017,0.0022,0.001384,0.139601,465.4545454545454,92
1024,1,M4,0.303015,0.003016,0.00176,0.307791,339.52254641909815,2364
1024,2,M1,0.14404,0.00144,0.001128,0.146608,711.1111111111111,92
1024,2,M2,0.107249,0.002008,0.001264,0.110521,509.96015936254975,2300
1024,2,M4,0.223443,0.001504,0.001136,0.226083,680.8510638297872,2364
1024,2,M5,0.2191,0.032814,0.027798,0.27971199999999996,31.206192478820014,2368
1024,2,M3,0.111962,0.029718,0.027087,0.168767,34.45723130762501,2304
1024,3,M4,0.242123,0.003,0.0018,0.246923,341.3333333333333,2364
1024,3,M1,0.136928,0.00136,0.000984,0.139272,752.9411764705883,92
1024,3,M5,0.221259,0.031735,0.027414,0.280408,32.26721285646762,2368
1024,3,M3,0.087019,0.028726,0.026903,0.142648,35.64714892431943,2304
1024,3,M2,0.116641,0.003056,0.001704,0.121401,335.0785340314136,2300
1024,4,M2,0.091539,0.001688,0.001136,0.09436299999999999,606.6350710900474,2300
1024,4,M3,0.085907,0.030718,0.027358,0.143983,33.3355036135165,2304
1024,4,M5,0.231627,0.029495,0.027094,0.288216,34.717748770978126,2368
1024,4,M1,0.136704,0.00264,0.00148,0.140824,387.8787878787878,92
1024,4,M4,0.259625,0.002624,0.001576,0.26382500000000003,390.24390243902434,2364
1024,5,M5,0.232739,0.032262,0.027567,0.292568,31.74012770442006,2368
1024,5,M4,0.223716,0.002424,0.001607,0.227747,422.44224422442244,2364
1024,5,M1,0.135865,0.001256,0.000967,0.13808800000000002,815.2866242038217,92
1024,5,M2,0.088419,0.001608,0.001176,0.09120299999999999,636.8159203980099,2300
1024,5,M3,0.084555,0.030718,0.027167,0.14244,33.3355036135165,2304
1024,6,M3,0.126928,0.030471,0.02695,0.184349,33.605723474779296,2304
1024,6,M4,0.229403,0.003256,0.001912,0.234571,314.4963144963145,2364
1024,6,M1,0.13572,0.00124,0.000944,0.137904,825.8064516129032,92
1024,6,M2,0.09097,0.00168,0.00132,0.09397,609.5238095238095,2300
1024,6,M5,0.2203,0.030366,0.02723,0.277896,33.72192583810841,2368
1024,7,M1,0.169279,0.002784,0.001568,0.17363100000000004,367.81609195402297,92
1024,7,M4,0.238107,0.002464,0.001816,0.24238700000000002,415.5844155844156,2364
1024,7,M5,0.223011,0.031999,0.027278,0.282288,32.001000031250975,2368
1024,7,M2,0.088475,0.002368,0.001496,0.09233899999999999,432.4324324324324,2300
1024,7,M3,0.08578,0.029046,0.026838,0.141664,35.25442401707636,2304
1024,8,M4,0.254778,0.002719,0.001536,0.259033,376.60904744391314,2364
1024,8,M3,0.089699,0.03043,0.027111,0.14724,33.65100230036148,2304
1024,8,M2,0.090099,0.002384,0.001696,0.094179,429.5302013422819,2300
