payload_bytes,run,mode,key_ms,encryption_ms,decryption_ms,total_ms,throughput_MBps,overhead_bytes
1024,1,M3,0.091226,0.030206,0.027382,0.148814,33.90054955969013,2304
1024,1,M1,0.141047,0.002432,0.001656,0.145135,421.05263157894734,92
1024,1,M5,0.2354,0.03111,0.027566,0.294076,32.915461266473805,2368
1024,1,M2,0.090154,0.002696,0.001768,0.09461800000000001,379.8219584569733,2300
1024,1,M4,0.269678,0.002647,0.00184,0.274165,386.8530411786929,2364
1024,2,M2,0.10676,0.002904,0.001976,0.11164,352.61707988980714,2300
1024,2,M4,0.243184,0.002592,0.00184,0.24761600000000003,395.0617283950617,2364
1024,2,M3,0.091858,0.033998,0.02803,0.153886,30.119418789340546,2304
1024,2,M5,0.273014,0.03371,0.027894,0.33461799999999997,30.376742806288934,2368
1024,2,M1,0.144535,0.00316,0.001928,0.149623,324.0506329113924,92
1024,3,M4,0.242488,0.002256,0.001752,0.24649600000000002,453.90070921985813,2364
1024,3,M3,0.08925,0.031758,0.027878,0.14888600000000002,32.24384407078531,2304
1024,3,M5,0.23276,0.029846,0.027319,0.289925,34.30945520337734,2368
1024,3,M1,0.158862,0.003271,0.00184,0.163973,313.05411189238765,92
1024,3,M2,0.105337,0.00204,0.001512,0.108889,501.96078431372547,2300
1024,4,M3,0.089458,0.031326,0.027646,0.14843,32.688501564195874,2304
1024,4,M4,0.236049,0.002792,0.001896,0.240737,366.76217765042975,2364
1024,4,M5,0.228425,0.031054,0.027622,0.287101,32.9748180588652,2368
1024,4,M2,0.123384,0.003024,0.00192,0.128328,338.6243386243386,2300
1024,4,M1,0.141494,0.001512,0.001088,0.14409400000000003,677.2486772486772,92
1024,5,M3,0.097049,0.031982,0.027582,0.156613,32.018010130698514,2304
1024,5,M2,0.091218,0.002576,0.001783,0.095577,397.51552795031057,2300
1024,5,M4,0.227969,0.002184,0.001536,0.231689,468.8644688644688,2364
1024,5,M1,0.135631,0.001295,0.000992,0.13791799999999999,790.7335907335906,92
