payload_bytes,mode,mean_key_ms,mean_encryption_ms,mean_decryption_ms,mean_total_ms,sd_total_ms,median_total_ms,q1_total_ms,q3_total_ms,iqr_total_ms,ci95_low_total_ms,ci95_high_total_ms,cv_total_percent,min_total_ms,max_total_ms,mean_throughput_MBps,sd_throughput_MBps,overhead_bytes
1024,M1,0.14531893333333334,0.0022293666666666667,0.0014711666666666666,0.14901946666666666,0.010578565872207993,0.14460250000000002,0.1410725,0.15824950000000002,0.017177000000000026,0.14523397548588174,0.15280495784745157,7.0987811920375465,0.137831,0.17200499999999996,511.68364281556086,174.59270406550806,92
1024,M2,0.09886963333333333,0.0026412666666666665,0.0018069666666666667,0.10331786666666666,0.010102849279674326,0.09940099999999999,0.09628125,0.10800725,0.011726,0.09970260848223907,0.10693312485109426,9.778414523665148,0.091666,0.128328,397.7753696103009,67.24803394656985,2300
1024,M3,0.09890663333333333,0.030765233333333333,0.027700133333333335,0.157372,0.014548676662180982,0.15258149999999998,0.148482,0.15815574999999998,0.009673749999999981,0.1521658229187127,0.16257817708128733,9.244768232074945,0.144152,0.208531,33.35200828163993,1.5357329204636703,2304
1024,M4,0.24139663333333333,0.0027936333333333334,0.0019394333333333333,0.2461297,0.01254554590599032,0.24705600000000003,0.23579075,0.256058,0.020267250000000014,0.24164033405390073,0.2506190659460993,5.097128020710349,0.22791299999999998,0.274165,376.79781698609463,64.54991365533026,2364
1024,M5,0.23490096666666666,0.0321648,0.0276206,0.29468636666666664,0.013327802541494124,0.291689,0.28718899999999997,0.295147,0.00795800000000002,0.28991707377861864,0.29945565955471465,4.522707545737878,0.279653,0.33461799999999997,32.022155350478094,2.1995433782189586,2368
10240,M1,0.14703159999999998,0.0056375,0.004046033333333333,0.15671513333333334,0.008706279860887312,0.15592650000000002,0.15022,0.16087524999999997,0.010655249999999977,0.15359963109711622,0.15983063556955046,5.555481258066533,0.14503,0.175148,2047.2472531423596,499.9954568020913,92
10240,M2,0.1004447,0.005271433333333333,0.004268366666666666,0.1099845,0.008287249507318562,0.1089885,0.10387525,0.11348400000000002,0.009608750000000013,0.10701894585004312,0.11295005414995687,7.534924927893077,0.098913,0.139718,1985.5284918128325,297.3444129919343,2300
10240,M3,0.10179143333333333,0.23755763333333332,0.233678,0.5730270666666667,0.011049548481751412,0.575078,0.5641607500000001,0.58039975,0.016238999999999892,0.5690730365235812,0.5769810968097522,1.928276886819205,0.552692,0.592361,43.15338874236854,1.4118481334208701,2304
10240,M4,0.24720876666666666,0.005841933333333334,0.0045366,0.2575873,0.011964796746403954,0.255447,0.2464485,0.26822874999999996,0.021780249999999973,0.25330575247167303,0.261868847528327,4.644948235570602,0.239225,0.282309,1769.9243077084045,183.91723188891132,2364
10240,M5,0.2449689,0.23915256666666668,0.23465766666666665,0.7187791333333333,0.032339346343311315,0.7133725,0.7069770000000001,0.72007625,0.013099249999999896,0.7072066468683602,0.7303516197983064,4.499204949556314,0.691427,0.8792139999999999,42.90141191692918,1.8091604087127457,2368
102400,M1,0.15682296666666667,0.0298905,0.0285877,0.21530116666666665,0.013245376322958198,0.21497,0.20435999999999999,0.223025,0.018665000000000015,0.21056136962211036,0.22004096371122295,6.1520225496339,0.19472299999999998,0.257607,3435.63711700387,184.94642676420642,92
102400,M2,0.12217783333333333,0.0315691,0.0299391,0.18368603333333333,0.014275653865049844,0.1856915,0.1748845,0.192558,0.01767350000000001,0.17857755620525123,0.18879451046141543,7.771768819866641,0.15707800000000002,0.20642699999999997,3263.946495466255,234.0038320517369,2300
102400,M3,0.1180909,2.2938155333333334,2.2769500666666667,4.6888565,0.020242297596437975,4.6847185,4.6719550000000005,4.706242,0.03428699999999907,4.681612886833923,4.696100113166077,0.43171075072222775,4.65311,4.721312,44.64249334551215,0.18191097993283942,2304
102400,M4,0.26638143333333336,0.031403,0.029437033333333334,0.3272214666666667,0.013984835246729254,0.3299185,0.315303,0.33269424999999997,0.01739124999999997,0.32221705764461706,0.3322258756887163,4.273813508994292,0.303108,0.36812,3280.5690812236253,222.37640944294688,2364
102400,M5,0.2638436,2.2960487666666665,2.2787746666666666,4.8386670333333335,0.014106093045164947,4.8393125,4.828343,4.8471519999999995,0.018808999999999187,4.833619232765386,4.843714833901281,0.29152849220640276,4.7977870000000005,4.8661270000000005,44.59879630411903,0.1422785685062731,2368
1048576,M1,0.18572776666666665,0.2948517,0.2893041,0.7698835666666667,0.030438176786990574,0.7652969999999999,0.7421847500000001,0.798645,0.05646024999999999,0.7589914049900977,0.7807757283432357,3.9536078057591877,0.725624,0.8260259999999999,3559.582437936319,108.90397247147953,92
1048576,M2,0.1620539,0.29938523333333333,0.2893975,0.7508366333333333,0.03647138512680615,0.7425225,0.7190042499999999,0.7763289999999999,0.057324750000000035,0.7377855157795586,0.7638877508871079,4.857432829947538,0.705266,0.838153,3506.707233598977,123.73758857644597,2300
1048576,M3,0.1516758,23.141533766666665,23.116486333333334,46.409695899999996,0.06849732489130922,46.416360499999996,46.365667,46.46058325,0.09491624999999715,46.38518444708513,46.43420735291486,0.14759270355682125,46.225345,46.523413000000005,45.31155462987576,0.07627745843253789,2304
1048576,M4,0.32400103333333335,0.29695913333333335,0.29196886666666666,0.9129290333333333,0.03904299692203483,0.9099355,0.87493775,0.951031,0.07609325,0.8989576763171552,0.9269003903495114,4.2766738154310895,0.855064,0.969824,3534.243438265122,107.08928927045262,2364
